Categoria,nome,precoMaximo,percentualDesconto,quantidadeDisponivel,precoComDesconto,pesoEmGramas,foraDeEstoque,quantidade
Salgadinhos,Fortune Rozana Basmati Arroz,58500,21,6,46200,5000,FALSE,5
Salgadinhos,Fortune Biriyani Especial Basmati Arroz,17500,0,5,17500,1000,FALSE,1
Salgadinhos,Everest Garam Masala,7800,7,5,7200,100,FALSE,100
Salgadinhos,Popular Essenciais Abobora Sementes,9000,16,6,7500,100,FALSE,100
Salgadinhos,Fortune Soya Saude Refinado Soybean Oleo,21000,1,2,20600,1000,FALSE,1
Salgadinhos,Gowardhan Puro Ghee Sache,29500,4,6,28100,500,FALSE,500
Salgadinhos,Popular Essenciais Jeera/Cumin Sementes,4000,5,3,3800,100,FALSE,100
Salgadinhos,Weikfield Baking Soda,3000,3,6,2900,100,FALSE,100
Salgadinhos,Everest Pao Bhaji Masala,3700,10,4,3300,50,FALSE,50
Salgadinhos,Tata Sampann Unpolished Grao de bico Lentilha,9500,6,2,8900,1000,FALSE,500
Salgadinhos,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,FALSE,400
Salgadinhos,Pillsbury Chakki Fresco Farinha de trigo integral,45000,16,6,37500,10000,FALSE,10
Salgadinhos,Everest Frango Masala,3900,2,1,3800,50,FALSE,50
Salgadinhos,Dhara Life Refinado Ricebran Oleo (Pouch),20500,7,6,19000,1000,FALSE,1
Salgadinhos,Borges Extra Extra virgem Oliva Oleo,40000,25,1,29900,250,FALSE,250
Salgadinhos,Everest Shahi Biryani Masala,7000,14,6,6000,50,FALSE,50
Salgadinhos,Popular Essenciais Californian Amendoa,35000,28,6,25100,250,FALSE,250
Salgadinhos,Popular Essenciais Ajwain Integral,2500,0,4,2500,50,FALSE,50
Salgadinhos,Everest Tikhalal Pimenta Em po,23500,9,6,21200,500,FALSE,500
Salgadinhos,Popular Essenciais Kabuli Grao de bico Regular,8500,9,6,7700,500,FALSE,500
Salgadinhos,Pillsbury Chakki Fresco Farinha de trigo integral,5200,0,4,5200,1000,FALSE,1
Salgadinhos,Popular Essenciais Saunf/Fennel Sementes,4500,2,6,4400,100,FALSE,100
Salgadinhos,Popular Essenciais Bansi Sooji,3500,2,3,3400,500,FALSE,500
Salgadinhos,Happilo Premium Internacional Queen Kalmi Tamaras,24500,29,6,17200,200,FALSE,200
Salgadinhos,Tata Sampann Unpolished Urad Integral,10100,6,4,9400,500,FALSE,500
Salgadinhos,Popular Essenciais Castanha de caju Partido,32500,12,6,28300,250,FALSE,250
Salgadinhos,Popular Essenciais Grao de bico Lentilha (Un-Polished),6000,10,6,5400,500,FALSE,500
Salgadinhos,Tata Sampann Unpolished Feijao vermelho (Chitra),13400,6,6,12500,500,FALSE,500
Salgadinhos,Everest Garam Masala,4200,2,2,4100,50,FALSE,50
Salgadinhos,Everest Cozinha King Masala,7000,14,2,6000,100,FALSE,100
Salgadinhos,24 Mantra Organico Cominho,7000,7,2,6500,100,FALSE,100
Salgadinhos,Nestle Milkmaid,13200,3,6,12800,400,FALSE,400
Salgadinhos,Popular Essenciais Sona Masouri Steam Arroz,6500,9,6,5900,1000,FALSE,1
Salgadinhos,24 Mantra Organico Tur Lentilha,26000,20,6,20800,1000,FALSE,1
Salgadinhos,Gits Gulab Jamun Instantaneo Dessert Mistura,9900,10,6,8900,200,FALSE,200
Salgadinhos,Popular Essenciais Preto Lentilha vermelha Integral (Un-Polished),6500,10,3,5800,500,FALSE,500
Salgadinhos,24 Mantra Organico Peanuts,13500,7,1,12500,500,FALSE,500
Salgadinhos,Everest Hingraj Em po,9000,10,2,8100,50,FALSE,50
Salgadinhos,Everest Preto Pimentao Em po,13500,14,6,11500,100,FALSE,100
Salgadinhos,Tata Sampann Lentilha vermelha Lentilha Stand,15000,10,4,13400,1000,FALSE,1
Salgadinhos,24 Mantra Organico Besan,9500,7,5,8800,500,FALSE,500
Salgadinhos,Quaker Aveia,19900,7,6,18400,1000,FALSE,1
Salgadinhos,Saffola Ouro Refinado Culinaria Oleo (Jar),48500,7,6,44900,2000,FALSE,2
Salgadinhos,Nestle Do dia a dia Laticinio Clareador,21000,0,4,21000,400,FALSE,400
Salgadinhos,24 Mantra Organico Vermelho Poha,7500,8,1,6900,500,FALSE,500
Salgadinhos,Everest Em po - Cha Masala,9800,9,5,8900,100,FALSE,100
Salgadinhos,Tata Sampann Urad Lentilha Partido,9400,4,6,9000,500,FALSE,500
Salgadinhos,Popular Essenciais Idli Sooji ,3000,6,6,2800,500,FALSE,500
Salgadinhos,Popular Essenciais Dessicated Coco,9500,9,6,8600,200,FALSE,200
Salgadinhos,Sunfeast Yippee! Mood Masala Macarrao instantaneo,6000,28,3,4300,260,FALSE,260
Salgadinhos,Chef's Cesta Durum Trigo Elbow Macarrao,16000,50,6,8000,500,FALSE,500
Salgadinhos,MTR Cafe da manha Azedo Doce Poha Mistura,2500,20,6,2000,60,FALSE,60
Salgadinhos,Satyam Khobra,11300,10,5,10100,200,FALSE,200
Salgadinhos,Betty Crocker Complete Panqueca Mistura Original,11000,4,6,10500,250,FALSE,500
Salgadinhos,Borges Durum Trigo Fusilli Macarrao ,25000,0,3,25000,500,FALSE,500
Salgadinhos,24 Mantra Organico Verde Feijao mungo Lentilha - Partido,13500,0,2,13500,500,FALSE,500
Salgadinhos,Weikfield Baunilha Com sabor Custard Em po,3700,0,6,3700,100,FALSE,100
Salgadinhos,Tata Sampann Feijao mungo Lentilha Partido,18000,1,5,17800,1000,FALSE,200
Salgadinhos,Tata Sampann Kala Grao de bico,6400,0,5,6400,500,FALSE,500
Salgadinhos,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,FALSE,200
Salgadinhos,24 Mantra Bura Acucar (Demerara),8000,10,6,7200,500,FALSE,500
Salgadinhos,Popular Essenciais Verde Cardamom (Elaichi),20000,1,6,19800,50,FALSE,50
Salgadinhos,Hershey's Xarope Delicioso Morango,9500,0,1,9500,200,FALSE,200
Salgadinhos,Popular Essenciais Anjeer,19000,11,4,16900,100,FALSE,100
Salgadinhos,Popular Essenciais Mostarda Sementes Rai Pequeno,2000,0,2,2000,100,FALSE,100
Salgadinhos,Weikfield Baking Em po,3300,3,6,3200,100,FALSE,100
Salgadinhos,Dabur Mel Squeezy,18500,9,6,16700,225,FALSE,225
Salgadinhos,Tata Sampann Alto Proteina Kali Urad,9100,14,6,7800,500,FALSE,500
Salgadinhos,Everest Cozinha King Masala,3700,2,6,3600,50,FALSE,50
Salgadinhos,Chef's Cesta Durum Trigo Fusilli Macarrao,16000,50,6,8000,500,FALSE,500
Salgadinhos,TilSona Gergelim Oleo,18000,10,2,16200,500,FALSE,500
Salgadinhos,Topo Ramen Frango Macarrao instantaneo,6000,10,1,5400,280,FALSE,280
Salgadinhos,Everest Chaat Masala,3500,2,1,3400,50,FALSE,50
Salgadinhos,Keya Wonder Vermelho Picante Pimenta Flocos,8900,10,2,8000,40,FALSE,40
Salgadinhos,Popular Essenciais Branco Ervilhas (Un-Polished),8000,10,5,7200,500,FALSE,500
Salgadinhos,Ching’s Segredo Chow mein Hakka Macarrao instantaneo Masala ,4400,0,2,4400,60,FALSE,60
Salgadinhos,Dhara Filtrado Amendoim Oleo (Jar),105000,1,6,103500,5000,FALSE,5
Salgadinhos,Pillsbury Choco Chip Panqueca Mistura,9900,5,6,9400,165,FALSE,165
Salgadinhos,Hershey's Caramel Xarope,23000,0,1,23000,623,FALSE,623
Salgadinhos,Pillsbury Multi Grao Farinha de trigo integral,6000,6,3,5600,1000,FALSE,1
Salgadinhos,McCain Novo Mini Samosa com Queijo Milho Estilo Recheio,12000,1,2,11800,240,FALSE,240
Salgadinhos,Satyam Estourado Arroz Kurmura (A),4300,0,6,4300,200,FALSE,200
Salgadinhos,MTR 3 Min Poha,2500,0,6,2500,60,FALSE,60
Salgadinhos,Ching's Manchurian Instantaneo Macarrao instantaneo,1500,0,5,1500,60,FALSE,60
Salgadinhos,Everest Pao Bhaji Masala,7000,0,2,7000,100,FALSE,100
Salgadinhos,Hershey's Chocolate Sabor Xarope,22000,6,6,20500,623,FALSE,680
Salgadinhos,Popular Essenciais Dhania (Coriander Seeds),5500,16,4,4600,200,FALSE,200
Salgadinhos,24 Mantra Vermelho Pimenta Integral,7000,7,1,6500,100,FALSE,100
Salgadinhos,Dabur Mel - World's No.1,12000,0,6,12000,250,FALSE,250
Salgadinhos,24 Mantra Organico Estourado Arroz,4000,2,6,3900,200,FALSE,200
Salgadinhos,24 Mantra Organico Trigo Daliya ,4800,2,2,4700,500,FALSE,500
Salgadinhos,24 Mantra Organico Ragi Farinha,6500,20,4,5200,500,FALSE,500
Salgadinhos,Popular Essenciais Cinnamon Integral (Dalchini),3500,5,6,3300,25,FALSE,25
Salgadinhos,Sundrop Super Light Avancado - Girassol Oleo,21500,0,4,21500,1000,FALSE,1
Salgadinhos,Pillsbury Atta/Godihittu - Chakki Fresco,10200,7,4,9400,2000,FALSE,2
Salgadinhos,Popular Essenciais Verde Feijao mungo Chilka/Chilka (Un-Polished),8500,7,5,7900,500,FALSE,500
Salgadinhos,Popular Essenciais HMT Kolam Steam,7500,0,3,7500,1000,FALSE,1
Salgadinhos,Popular Essenciais Preto Urad Partido,8000,10,4,7200,500,FALSE,500
Salgadinhos,Keya Oregano,10900,10,5,9800,9,FALSE,9
Salgadinhos,Popular Essenciais Rosa Feijao vermelho,10000,10,6,9000,500,FALSE,500
Salgadinhos,Everest Frango Masala,7400,2,6,7200,100,FALSE,100
Salgadinhos,Popular Essenciais HMT Kolam Steam,37000,10,6,33300,5000,FALSE,5
Salgadinhos,Everest Shahi Paneer Masala,4200,4,5,4000,50,FALSE,50
Salgadinhos,Godrej Yummiez Frango Nuggets,32500,9,1,29300,500,FALSE,500
Salgadinhos,Voador Bird Baunilha Essencia,3500,2,6,3400,20,FALSE,20
Salgadinhos,Everest Sabji Masala,3000,3,6,2900,50,FALSE,50
Salgadinhos,Popular Essenciais Californian Amendoa,69500,32,6,47000,500,FALSE,500
Salgadinhos,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,FALSE,80
Salgadinhos,Everest Feijao vermelho Masala,3300,3,5,3200,50,FALSE,50
Salgadinhos,Popular Essenciais Branco Gergelim,4000,5,1,3800,100,FALSE,100
Salgadinhos,Amul Meio amargo Compound Chocolate Slab,12500,2,6,12200,500,FALSE,500
Salgadinhos,Maes Receita Papad Grao de bico Masala,7900,10,6,7100,200,FALSE,200
Salgadinhos,Ching's Schezwan Masala Instantaneo Macarrao instantaneo,6000,0,1,6000,240,FALSE,240
Salgadinhos,Amul Leite Compound Chocolate Slab,11000,2,6,10700,500,FALSE,500
Salgadinhos,Eastern Frango Masala,7000,7,3,6500,100,FALSE,100
Salgadinhos,Popular Essenciais Feno-grego Sementes,2500,0,5,2500,100,FALSE,100
Salgadinhos,Saffola Saboroso Masala Macarrao instantaneo ,2000,0,2,2000,46,FALSE,46
Salgadinhos,Cadbury Picante Chocolate,17500,5,6,16600,200,FALSE,200
Salgadinhos,Ching's Frango Pimenta Masala,1000,0,6,1000,20,FALSE,20
Salgadinhos,Dabur Keora agua - Autentico sabor para Biryani's e Desserts,6200,6,6,5800,250,FALSE,250
Salgadinhos,Popular Essenciais Preto Cardamom/Elaichi ,10000,10,6,9000,50,FALSE,50
Salgadinhos,Popular Essenciais Idli Arroz,6000,10,4,5400,1000,FALSE,1
Salgadinhos,Everest Chole Masala,3300,3,1,3200,50,FALSE,50
Salgadinhos,Dabur Caseiro Tamarindo Pasta,4800,6,6,4500,200,FALSE,200
Salgadinhos,"Maggi Magico Cubes, Vegetariano Masala (Free 2 Cubos Inside)",3500,2,6,3400,48,FALSE,48
Salgadinhos,Popular Essenciais Culinaria Soda,3000,10,6,2700,200,FALSE,200
Salgadinhos,RRO Primio Refinado Amendoim Oleo Estimacao Garrafa,25500,6,2,23900,1000,FALSE,1
Salgadinhos,Everest Pani Puri Masala,3100,3,6,3000,50,FALSE,50
Salgadinhos,Nissin Copo Macarrao instantaneo Acidinho Tomate,5000,10,2,4500,70,FALSE,70
Salgadinhos,Ching's Vegetariano Manchurian Masala,1000,0,2,1000,20,FALSE,20
Salgadinhos,Ceres Alimentos Peixe Mostarda Instantaneo Liquido Masala,22000,50,6,11000,200,FALSE,200
Salgadinhos,Everest Garam Masala,15800,10,6,14200,200,FALSE,200
Salgadinhos,24 Mantra Organico Jowar Farinha,7000,7,6,6500,500,FALSE,500
Salgadinhos,Maggi Coco Milkpowder,10000,0,6,10000,100,FALSE,100
Salgadinhos,On1y Pimentao Moedor,15900,9,1,14400,50,FALSE,50
Salgadinhos,Popular Essenciais Arroz Farinha,6000,0,3,6000,1000,FALSE,1
Salgadinhos,Sunfeast Yippee! Macarrao Guloseima - Azedo Creme Cebola,2800,10,1,2500,65,FALSE,65
Salgadinhos,24 Mantra Organico Marrom Sona Masoori Arroz,9500,0,6,9500,1000,FALSE,1
Salgadinhos,Happilo Premium Afghani Anjeer,36500,29,2,25600,200,FALSE,200
Salgadinhos,Popular Essenciais Chiroti Sooji,3500,2,6,3400,500,FALSE,500
Salgadinhos,RRO Gergelim Dil Premium Gergelim Oleo Garrafa,33000,10,5,29400,1000,FALSE,1
Salgadinhos,Popular Essenciais Vermelho Feijao vermelho,9000,10,6,8100,500,FALSE,500
Salgadinhos,Cornitos Amendoim - Premium Salgado ,12000,10,6,10800,150,FALSE,150
Salgadinhos,Popular Essenciais Preto Pimentao,10000,10,5,9000,100,FALSE,100
Salgadinhos,24 Mantra Organico Tur Lentilha - Partido,13000,7,6,12000,500,FALSE,500
Salgadinhos,Sem acucar Ouro Baixo Caloria Adocante,6500,6,3,6100,110,FALSE,100
Salgadinhos,Ching's Segredo Paneer Pimenta Masala,1000,0,2,1000,20,FALSE,20
Salgadinhos,Dabur Mel ,22000,7,3,20400,500,FALSE,500
Salgadinhos,Sunfeast Yippee! Macarrao Guloseima - Azedo Creme Cebola,2800,17,3,2300,65,FALSE,65
Salgadinhos,Everest Cha Masala,5500,9,2,5000,50,FALSE,50
Salgadinhos,Ching's Paneer Pimenta Masala,4400,0,4,4400,60,FALSE,60
Salgadinhos,Sunfeast YiPPee! Magico Masala Macarrao instantaneo,7000,10,3,6300,405,FALSE,405
Salgadinhos,Everest Carne Masala Em po,7400,9,3,6700,100,FALSE,100
Salgadinhos,Pillsbury Farinha de trigo integral Com Multigrains Trigo Graos,29500,16,6,24500,5000,FALSE,5
Salgadinhos,Mother's Receita Tamarindo Pasta,5000,2,6,4900,200,FALSE,200
Salgadinhos,Quaker Aveia Cafe da manha Cereais - Com Sabor Mistura Nutritious Rico Source De Energia,4900,8,6,4500,200,FALSE,200
Salgadinhos,Popular Essenciais Cloves (Lavang),7500,17,6,6200,50,FALSE,50
Salgadinhos,Sunfeast Yippee! Poder Para cima Farinha de trigo integral Macarrao instantaneo,9600,15,6,8100,280,FALSE,280
Salgadinhos,Suhana Paneer Tikka Masala Mistura,4000,5,6,3800,50,FALSE,50
Salgadinhos,24 Mantra Acafrao da terra Em po,3500,2,6,3400,100,FALSE,100
Salgadinhos,24 Mantra Super Grao Quinoa,19000,0,4,19000,500,FALSE,500
Salgadinhos,Everest Em po - Ovo Curry Masala,4000,2,6,3900,50,FALSE,50
Salgadinhos,Popular Essenciais Pe Shah Cominho ,6000,15,6,5100,50,FALSE,50
Salgadinhos,24 Mantra Organico Sattu Farinha de trigo integral,9500,0,6,9500,500,FALSE,500
Salgadinhos,Smith & Jones Macarrao Masala,4600,0,6,4600,54,FALSE,54
Salgadinhos,Weikfield Baunilha Custard Em po,14200,9,3,12800,500,FALSE,500
Salgadinhos,Sem acucar Natura Baixo Caloria Adocante ,30000,10,3,27000,42,FALSE,42
Salgadinhos,Pillsbury Baunilha Custard Em po,3700,2,6,3600,100,FALSE,100
Salgadinhos,24 Mantra Organico Feijao vermelho,14500,0,6,14500,500,FALSE,500
Salgadinhos,Popular Essenciais Broken Wheat/Daliya,3500,2,6,3400,500,FALSE,500
Salgadinhos,Zorabian Frango Smoked Ham,20500,5,1,19400,250,FALSE,250
Salgadinhos,Smith & Jones Peri Peri Masala,9900,0,6,9900,75,FALSE,75
Salgadinhos,Saffola Vegetal Toque Masala Aveia,19500,12,2,17100,500,FALSE,500
Salgadinhos,Popular Essenciais Urad Lentilha Partido (Un-Polished),8500,9,5,7700,500,FALSE,500
Salgadinhos,Weikfield Baking Em po,2200,0,6,2200,50,FALSE,50
Salgadinhos,Popular Essenciais Bajra Integral,6500,13,6,5600,1000,FALSE,1
Salgadinhos,Weikfield Vegetariano Geleia Cristais - Morango,4500,2,6,4400,90,FALSE,90
Salgadinhos,Weikfield Vegetariano Geleia Cristais - Raspberry,4500,2,6,4400,90,FALSE,90
Salgadinhos,Popular Essenciais Lentilha vermelha Lentilha Partido (Un-Polished),7000,10,4,6300,500,FALSE,500
Salgadinhos,Popular Essenciais Ajwain Integral,5000,12,2,4400,100,FALSE,100
Salgadinhos,Popular Essenciais Pistache Salgado (With Shell),47000,21,5,37100,250,FALSE,250
Salgadinhos,Assar Loja Pao Crumbs,5000,6,3,4700,400,FALSE,400
Salgadinhos,Popular Essenciais Horse Grama,4000,10,4,3600,500,FALSE,500
Salgadinhos,Hershey's Chocolate Xarope,9500,0,4,9500,200,FALSE,200
Salgadinhos,Godrej Yummiez Pimenta Frango Linguicas ,16000,10,3,14400,250,FALSE,250
Salgadinhos,Everest Kasuri Feno-grego,2500,0,6,2500,25,FALSE,25
Salgadinhos,Satyam Makhana,20800,0,6,20800,100,FALSE,100
Salgadinhos,Everest Tandoori Frango Masala,3900,2,5,3800,50,FALSE,50
Salgadinhos,Weikfield Falooda Mistura - Kesar Pistache,4900,2,3,4800,200,FALSE,200
Salgadinhos,Weikfield Cacau Em po,7000,7,6,6500,50,FALSE,50
Salgadinhos,Pantai Coco Creme,15000,4,4,14300,400,FALSE,400
Salgadinhos,Popular Essenciais Coentro Sementes,1500,0,5,1500,50,FALSE,50
Salgadinhos,Ching's Singapura Curry Instantaneo Macarrao instantaneo,6000,0,4,6000,240,FALSE,240
Salgadinhos,Eastern Peixe Masala,4800,2,5,4700,100,FALSE,100
Salgadinhos,Pillsbury Atta/Godihittu - Chakki Fresco,27500,0,6,27500,5000,FALSE,5
Salgadinhos,"Oleev Smart Oleo Fortificado com VIT A, D, E & K (Pouch)",21500,9,4,19400,1000,FALSE,1
Salgadinhos,Everest Seco Gengibre Em po,7500,9,4,6800,100,FALSE,100
Salgadinhos,Pillsbury Cooker Bolo Mistura - Choco,10000,11,6,8900,159,FALSE,159
Salgadinhos,Hersheys Chocolate Amendoa Xarope,20000,0,2,20000,450,FALSE,450
Salgadinhos,Satyam Nighties Temperos Pimenta Pandi,5600,7,5,5200,100,FALSE,100
Salgadinhos,Popular Essenciais Popular Essential Pistache Salgado (With Shell),19000,10,6,17100,100,FALSE,100
Salgadinhos,Godrej Yummiez Frango Punjabi Tikka ,29500,9,6,26600,360,FALSE,360
Salgadinhos,Popular Essenciais Rozana Sona Masuri Verde Arroz,35000,10,5,31200,5000,FALSE,5
Salgadinhos,24 Mantra Mostarda Oleo (Cold Pressed) ,35000,10,6,31200,1000,FALSE,1
Salgadinhos,24 Mantra Organico Preto Pimentao,17000,7,6,15700,100,FALSE,100
Salgadinhos,Popular Essenciais Verde Feijao mungo Integral,9000,16,3,7500,500,FALSE,500
Salgadinhos,24 Mantra Organico Lentilha vermelha Lentilha - Partido,9500,7,6,8800,500,FALSE,500
Salgadinhos,Praakritik Organico Natural Rock Sal,6000,6,3,5600,500,FALSE,500
Salgadinhos,24 Mantra Girassol Oleo (Cold Pressed) Estimacao Garrafa,39000,11,5,34700,1000,FALSE,1
Salgadinhos,"Ching's Segredo Instantaneo Noodles, Picante Alho",6000,0,4,6000,240,FALSE,240
Salgadinhos,Saffola Do dia a dia Peppy Tomate Masala Aveia,19500,12,6,17100,500,FALSE,500
Salgadinhos,Dabur 100% Puro Mel - Worlds No.1,43000,10,6,38700,1000,FALSE,1
Salgadinhos,Popular Essenciais Star Anise,7000,10,5,6300,25,FALSE,25
Salgadinhos,Ching's Segredo Frango 65 Masala - Frango,1000,0,5,1000,20,FALSE,20
Salgadinhos,Cadbury Cacau Em po,22300,5,6,21100,150,FALSE,150
Salgadinhos,Praakritik Natural Desi Gir Vaca A2 Ghee,145000,10,6,130500,540,FALSE,540
Salgadinhos,Praakritik Organico Poha,12000,6,5,11200,500,FALSE,500
Salgadinhos,Praakritik Organico Natural Wild Forest Mel,16000,6,4,15000,200,FALSE,200
Salgadinhos,Popular Essenciais Seco Tamaras (Kharak),14000,15,6,11800,250,FALSE,250
Salgadinhos,Popular Essenciais Kashmiri Vermelho Feijao vermelho,9500,6,4,8900,500,FALSE,500
Salgadinhos,Dabur Caseiro - Alho Pasta,5000,6,6,4700,200,FALSE,200
Salgadinhos,Dabur 100% Puro Mel,33000,10,1,29700,400,FALSE,400
Salgadinhos,Ching's Schezwan Frito Rice(Miracle Masala),4400,0,5,4400,60,FALSE,60
Salgadinhos,"Maggi Magico Cubes, Vegetariano Masala",3500,2,1,3400,40,FALSE,40
Salgadinhos,Everest Tandoori Frango Masala,7400,9,3,6700,100,FALSE,100
Salgadinhos,Popular Essenciais Vermelho Poha,4500,4,6,4300,500,FALSE,500
Salgadinhos,Everest Cozinha King Masala,14200,9,6,12800,200,FALSE,200
Salgadinhos,Pillsbury Oven Bolo Mistura - Rico Chocolate,16500,10,5,14700,285,FALSE,285
Salgadinhos,Eastern Super Garam Masala,7400,6,2,6900,200,FALSE,200
Salgadinhos,Maggi Magico Cubos Extra Frango,4000,2,6,3900,48,FALSE,48
Salgadinhos,Satyam Nighties Temperos Pimenta Kashmiri,10200,6,6,9500,100,FALSE,100
Salgadinhos,Eastern Cominho Em po,4900,2,6,4800,100,FALSE,100
Salgadinhos,Popular Essenciais Urad Gola White(Un-Polished),9000,10,6,8100,500,FALSE,500
Salgadinhos,24 Mantra Organico Grao de bico Lentilha,9500,6,5,8900,500,FALSE,500
Salgadinhos,Delicia Castanhas Castanha de caju Torrado & Salgado,42500,20,6,34000,200,FALSE,200
Salgadinhos,Popular Essenciais Mace/Javitri,9000,10,3,8100,20,FALSE,20
Salgadinhos,Dlicia Whip Topping Garrafa,23500,27,5,17100,1000,FALSE,1
Salgadinhos,Mother's Receita Pasta Gengibre & Alho,7600,10,4,6800,300,FALSE,300
Salgadinhos,24 Mantra Amendoim Oleo (Cold Pressed) Estimacao Garrafa,41000,10,6,36900,1000,FALSE,1
Salgadinhos,Satyam Pulses Masur Lentilha,8700,6,6,8100,500,FALSE,500
Salgadinhos,Delicia Castanhas Pistache Torrado & Salgado,42500,20,6,34000,200,FALSE,200
Salgadinhos,"Topo Ramen Noodles, Farinha de trigo integral",8000,0,1,8000,280,FALSE,280
Salgadinhos,Hershey's Cacau Em po,9500,0,5,9500,70,FALSE,70
Salgadinhos,Praakritik Organico Singhara Farinha de trigo integral,24000,6,4,22500,500,FALSE,500
Salgadinhos,Gits Vegetariano Biryani Pronto para Comer,11000,10,6,9900,265,FALSE,265
Salgadinhos,Delicia Castanhas Cranberries Fatiado ,29900,20,6,23900,200,FALSE,200
Salgadinhos,Borges Durum Trigo Macarrao Superior Quality,25000,40,6,14900,500,FALSE,500
Salgadinhos,Ceres Alimentos Laal Maas Instantaneo Liquido Masala,22000,50,5,11000,200,FALSE,200
Salgadinhos,Popular Essenciais Sattu Farinha de trigo integral,9000,12,3,7900,500,FALSE,500
Salgadinhos,Popular Essenciais Mostarda Sementes Rai Amarelo,2500,0,5,2500,100,FALSE,100
Salgadinhos,Praakritik Organico Extra Extra virgem Coco Oleo,15000,10,5,13400,100,FALSE,100
Salgadinhos,Praakritik Organico Alho Em po,11000,1,5,10800,100,FALSE,100
Salgadinhos,Sem acucar Ouro Baixo Caloria Adocante ,12500,5,6,11800,100,FALSE,100
Salgadinhos,Aashirvaad Cafe da manha Instantaneo Mistura - Arroz Idli,7500,30,6,5200,200,FALSE,200
Salgadinhos,Kitchens De India Ervilha Paneer,13000,4,6,12400,285,FALSE,285
Salgadinhos,Ching's Segredo Vegetariano Manchurian Masala,4400,0,6,4400,60,FALSE,60
Salgadinhos,Popular Essenciais Jowa Farinha,5000,2,5,4900,500,FALSE,500
Salgadinhos,Everest Shahi Biryani Masala,24500,0,6,24500,200,FALSE,200
Salgadinhos,Popular Essenciais Preto Gergelim,5000,6,4,4700,100,FALSE,100
Salgadinhos,Popular Essenciais Pancharatna Lentilha,8000,10,6,7200,500,FALSE,500
Salgadinhos,Saffola 100% Puro Mel,47500,8,2,43700,1000,FALSE,750
Salgadinhos,Popular Essenciais Tamarindo,15000,14,6,12800,500,FALSE,500
Salgadinhos,Gits Arroz Dosa Instantaneo Cafe da manha Mistura,6000,5,5,5700,200,FALSE,200
Salgadinhos,Popular Essenciais Poppy Sementes (Gasagase),28000,7,6,26000,100,FALSE,100
Salgadinhos,Hershey's Picante Chocolate Em po,21000,0,4,21000,250,FALSE,250
Salgadinhos,Borges Farfalle Durum Trigo Macarrao ,25000,0,5,25000,500,FALSE,500
Salgadinhos,Satyam Pimenta Bedgi,8200,10,5,7300,100,FALSE,100
Salgadinhos,Aashirvaad Instantaneo Mistura - Arroz Dosa,7500,30,6,5200,200,FALSE,200
Salgadinhos,Hershey's Cacau - Natural Sem acucar,27000,10,4,24300,225,FALSE,225
Salgadinhos,Weikfield Vegetariano Geleia Cristais - Manga,4500,2,6,4400,90,FALSE,90
Salgadinhos,Praakritik Orrganic Frio Prensado Sesame Oleo,13000,10,5,11700,100,FALSE,100
Salgadinhos,Amulya Laticinio Clareador ,38000,2,4,37200,1000,FALSE,1
Salgadinhos,ITC Mestre Chef Hyderabadi Biryani,7500,30,5,5200,80,FALSE,80
Salgadinhos,Voador Bird Manteiga Esponja Essencia,5000,2,6,4900,20,FALSE,20
Salgadinhos,Dabur Caseiro - Gengibre Pasta,5000,6,6,4700,200,FALSE,200
Salgadinhos,Popular Essenciais Verde Ervilhas (Un-Polished),12000,10,5,10800,500,FALSE,500
Salgadinhos,Quaker Aveia Sache,27600,10,6,24800,1500,FALSE,1
Salgadinhos,24 Mantra Organico Urad Branco Integral,14500,15,4,12200,500,FALSE,500
Salgadinhos,Popular Essenciais Guntur Pimenta Stemless,4000,2,2,3900,100,FALSE,100
Salgadinhos,Popular Essenciais Moth Integral,9000,10,6,8100,500,FALSE,500
Salgadinhos,Keya Pizza Tempero,10900,17,6,9000,45,FALSE,45
Salgadinhos,Keya Piri Piri | Exotic Temperos Mistura,10900,20,6,8700,80,FALSE,80
Salgadinhos,24 Mantra Organico Feijao mungo Lentilha,13500,7,6,12500,500,FALSE,500
Salgadinhos,Betty Crocker Francesa Baunilha Bolo Mistura,31000,10,6,27600,520,FALSE,520
Salgadinhos,Delicia Castanhas Dried Cranberries ,34000,20,6,27200,200,FALSE,200
Salgadinhos,Everest Kesari Leite Masala,20500,0,2,20500,50,FALSE,50
Salgadinhos,Tong Garden Salgado Cocktail Castanhas,29500,9,5,26600,160,FALSE,160
Salgadinhos,MTR Uttapam Mistura,16500,5,6,15600,500,FALSE,500
Salgadinhos,Gits Khaman Dhokla Instantaneo Lanche Mistura,6500,6,6,6100,180,FALSE,180
Salgadinhos,Happilo Premium 100% Natural Integral Cashews,33500,29,6,23500,200,FALSE,200
Salgadinhos,Everest Seco Manga Em po,8000,0,5,8000,100,FALSE,100
Salgadinhos,Dabur Caseiro - Gengibre Alho Past Tub,11000,5,6,10400,400,FALSE,400
Salgadinhos,Everest Frango Masala,14700,10,6,13200,200,FALSE,200
Salgadinhos,Gits Medu Vada Instantaneo Lanche Mistura,9000,4,6,8600,200,FALSE,200
Salgadinhos,Weikfield Drinking Chocolate Em po,6500,10,6,5800,100,FALSE,100
